{'01044099999': -10.0, '02293099999': -27.6}
         384086 function calls (378509 primitive calls) in 4.142 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(LocationValueError)
        1    0.000    0.000    0.000    0.000 client.py:1478(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1495(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 exceptions.py:97(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:136(FileModeWarning)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 client.py:1501(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1504(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:112(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(ProtocolError)
        1    0.000    0.000    0.000    0.000 client.py:1498(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 socks.py:78(SOCKS5AuthError)
        1    0.000    0.000    0.000    0.000 socks.py:82(SOCKS5Error)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 exceptions.py:209(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:215(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 socks.py:90(HTTPError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)


